Paper_ID,Title,Identified_Gap,TriNetra_Solution,Module_Impact
TRINETRA_0078,From Anecdotal Evidence to Quantitative Evaluation Methods: A Systematic Review on Evaluating Explainable AI,Proposes generic explainability without tailoring explanations for multi-stakeholder e-commerce dispute resolution.,TriNetra addresses this by providing proposes generic explainability without tailoring explanations for multi-stakeholder e-commerce dispute resolution.,Evidence Collection; Explainability
TRINETRA_0130,How to Manage Value-Added Tax Refunds,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0134,Big data based fraud risk management at Alibaba,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0137,Analysis and Evaluation of Various Fraud Detection Methods for Electronic Payment Cards Transactions in Big Data,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Evidence Consistency; Explainability
TRINETRA_0058,Defining Uncertainty: A Conceptual Basis for Uncertainty Management in Model-Based Decision Support,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Explainability
TRINETRA_0045,"Consumer Trust, Value, and Loyalty in Relational Exchanges","Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Evidence Collection; Trust Intelligence
TRINETRA_0046,Building consumer trust online,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0048,Influencer Marketing: How Message Value and Credibility Affect Consumer Trust of Branded Content on Social Media,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0401,"ADMETlab 3.0: an updated comprehensive online ADMET prediction platform enhanced with broader coverage, improved performance, API functionality and decision support","Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Explainability; Marketplace Dashboard
TRINETRA_0047,Consumer Trust in an Internet Store: A Cross-Cultural Validation,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence; Marketplace Dashboard
TRINETRA_0063,Foundations of Decision Support Systems,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Explainability
TRINETRA_0148,Effects of customer trust on engagement in live streaming commerce: mediating role of swift guanxi,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0249,The future of self-driving laboratories: from human in the loop interactive AI to gamification,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Human Review
TRINETRA_0170,Remote Purchase Environments: The Influence of Return Policy Leniency on Two-Stage Decision Processes,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0174,Counteracting Strategic Purchase Deferrals: The Impact of Online Retailers’ Return Policy Decisions,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0055,A Foundation for the Study of Group Decision Support Systems,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Explainability
TRINETRA_0061,A Framework for the Development of Decision Support Systems,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Explainability
TRINETRA_0151,Gaining Customer Trust: A Conceptual Guide for the Salesperson,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0157,"The Nature and Role of Feedback Text Comments in Online Marketplaces: Implications for Trust Building, Price Premiums, and Seller Differentiation","Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection; Trust Intelligence
TRINETRA_0345,Judicialization and the Construction of Governance,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Case Timeline
TRINETRA_0146,The Mediating Role of Customer Trust on Customer Loyalty,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0139,Building customer trust in mobile commerce,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0141,The Impact of Customer Trust and Perception of Security Control on the Acceptance of Electronic Commerce,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0143,Perceived Service Quality and Customer Trust,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0150,A comprehensive model of customer trust in two retail stores,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0052,The impact of corporate social responsibility on consumer trust: the case of organic food,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0099,Forecasting e-commerce consumer returns: a systematic literature review,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Marketplace Dashboard
TRINETRA_0209,E-commerce development in rural and remote areas of BRICS countries,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Case Timeline
TRINETRA_0040,From reversed logistics to green supply chains,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Evidence Collection; Marketplace Dashboard
TRINETRA_0417,Sustainable Retailing in the Fashion Industry: A Systematic Literature Review,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Marketplace Dashboard
TRINETRA_0113,Using case-based reasoning method to design a return merchandise authorization system for supply chain management in Internet of Thing,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard
TRINETRA_0287,Relationship between auditor integrity and organizational commitment to fraud prevention,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Evidence Collection
TRINETRA_0280,Effectiveness of Fraud Prevention and Detection Techniques in Malaysian Islamic Banks,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0289,Fraud Prevention Determinants: A Balinese Cultural Overview,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0279,Fraud prevention initiatives in the Nigerian public sector,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0277,Fraud Prevention: Relevance to Religiosity and Spirituality in the Workplace,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0288,The effect of internal control and anti-fraud awareness on fraud prevention (A survey on inter-governmental organizations),"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0278,Fraud prevention in Malaysian small and medium enterprises (SMEs),"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0272,Corporate governance and information technology in fraud prevention and detection,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0276,The Effects of Internal Audit Structure on Perceived Financial Statement Fraud Prevention,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0215,Toward a theory of evidence based decision making,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Evidence Collection
TRINETRA_0285,GST fraud prevention to ensure business sustainability: a Malaysian case study,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Evidence Collection
TRINETRA_0282,The influence of whistleblowing system toward fraud prevention,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0286,Blockchain for Fraud Prevention: A Work-History Fraud Prevention System,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Adaptive Verification; Case Timeline
TRINETRA_0284,The effects of good governance and fraud prevention on performance of the zakat institutions in Indonesia: a Sharīʿah forensic accounting perspective,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0240,Human-in-the-loop machine learning: a state of the art,Proposes generic explainability without tailoring explanations for multi-stakeholder e-commerce dispute resolution.,TriNetra addresses this by providing proposes generic explainability without tailoring explanations for multi-stakeholder e-commerce dispute resolution.,Explainability
TRINETRA_0234,Toward Involving End-users in Interactive Human-in-the-loop AI Fairness,Proposes generic explainability without tailoring explanations for multi-stakeholder e-commerce dispute resolution.,TriNetra addresses this by providing proposes generic explainability without tailoring explanations for multi-stakeholder e-commerce dispute resolution.,Explainability
TRINETRA_0261,Social Collaborative Viewpoint Regression with Explainable Recommendations,Proposes generic explainability without tailoring explanations for multi-stakeholder e-commerce dispute resolution.,TriNetra addresses this by providing proposes generic explainability without tailoring explanations for multi-stakeholder e-commerce dispute resolution.,Explainability
TRINETRA_0385,A survey of methods for explaining black box models,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Explainability
TRINETRA_0248,The impact of AI errors in a human-in-the-loop process,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0290,Online retail returns management,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0293,On packaging and product returns in online retail—Mailing boxes or sending signals?,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0409,Trust in blockchain-enabled exchanges: Future directions in blockchain marketing,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0235,"Human-in-the-Loop AI Reviewing: Feasibility, Opportunities, and Risks","Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Human Review
TRINETRA_0178,Post-purchase shipping and customer service experiences in online shopping and their impact on customer satisfaction,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Case Timeline
TRINETRA_0214,From science to action: Principles for undertaking environmental research that enables knowledge exchange and evidence-based decision-making,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Evidence Collection
TRINETRA_0079,What Does Explainable AI Really Mean? A New Conceptualization of Perspectives,Proposes generic explainability without tailoring explanations for multi-stakeholder e-commerce dispute resolution.,TriNetra addresses this by providing proposes generic explainability without tailoring explanations for multi-stakeholder e-commerce dispute resolution.,Explainability
TRINETRA_0296,Expectations of Returns and Expected Returns,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection
TRINETRA_0090,The Impact of E-Commerce Announcements on the Market Value of Firms,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection
TRINETRA_0396,The Capital Structure Puzzle,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection
TRINETRA_0389,Does Asymmetric Information Drive Capital Structure Decisions?,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection
TRINETRA_0325,Fraud Detection using Machine Learning in e-Commerce,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Evidence Consistency
TRINETRA_0017,Detection Fraud of Financial Statement with Fraud Triangle,"Focuses on isolated fraud detection without integrating multi-stakeholder evidence (customer photos, courier tracking, warehouse scans) into an explainable case timeline.","TriNetra addresses this by providing replacing with isolated fraud detection without integrating multi-stakeholder evidence (customer photos, courier tracking, warehouse scans) into an explainable case timeline.",Evidence Collection
TRINETRA_0375,A Comparison of Online Trust Building Factors between Potential Customers and Repeat Customers,"Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0283,Accountants' perceptions regarding fraud detection and prevention methods,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Evidence Consistency
TRINETRA_0011,VAT fraud and reverse charge: empirical evidence from VAT return data,"Focuses on isolated fraud detection without integrating multi-stakeholder evidence (customer photos, courier tracking, warehouse scans) into an explainable case timeline.","TriNetra addresses this by providing replacing with isolated fraud detection without integrating multi-stakeholder evidence (customer photos, courier tracking, warehouse scans) into an explainable case timeline.",Evidence Collection
TRINETRA_0441,"Responding to Activist Short Sellers: Allegations, Firm Responses, and Outcomes","Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection
TRINETRA_0100,E‐business e‐commerce evolution: perspective and strategy,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection
TRINETRA_0400,"Presidential Address: Expected Return, Realized Return, and Asset Pricing Tests","Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection; Case Timeline
TRINETRA_0107,Functional Restoration with Behavioral Support,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection
TRINETRA_0216,PRISMA 2020 explanation and elaboration: updated guidance and exemplars for reporting systematic reviews,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Evidence Collection; Explainability
TRINETRA_0106,The Value of School Facility Investments: Evidence from a Dynamic Regression Discontinuity Design<sup>*</sup>,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection
TRINETRA_0184,Online experiences and virtual goods purchase intention,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Collection; Marketplace Dashboard
TRINETRA_0200,E-Commerce Promotional Products Selection Using SWARA and TOPSIS,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0516,"The Effects of Trust, Perceived Risk, Innovativeness, and Deal Proneness on Consumers’ Purchasing Behavior in the Livestreaming Social Commerce Context","Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence; Marketplace Dashboard
TRINETRA_0500,E-commerce Evolution in Asia and the Pacific,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard
TRINETRA_0179,"Perceived Risk, Anticipated Regret and Post-purchase Experience in the Real Estate Market: The Case of China","Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0103,Return merchandize authorization stakeholders and customer requirements management—high-technology products,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard
TRINETRA_0094,Whether a retailer should enter an e‐commerce platform taking into account consumer returns,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Marketplace Dashboard
TRINETRA_0304,The role of physical distribution services as determinants of product returns in Internet retailing,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Evidence Consistency
TRINETRA_0512,Virtual Wardrobe: Enhancing Consumer Engagement through Augmented Reality,"Optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.","TriNetra addresses this by providing optimizes reverse logistics infrastructure but fails to address return fraud detection, evidence verification, and consumer trust preservation.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0195,Consumer Perception of Post-Purchase Experience on Electric Vehicle Owners in Chennai City,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0185,Multiple roles of consumption emotions in post‐purchase satisfaction with extended service transactions,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0405,Paradoxes of Public Sector Customer Service,"Does not provide an end-to-end evidence-driven, explainable dispute resolution platform.","TriNetra addresses this by providing does not provide an end-to-end evidence-driven, explainable dispute resolution platform.",Marketplace Dashboard; Trust Intelligence
TRINETRA_0140,"The Different Roles of Satisfaction, Trust, and Commitment in Customer Relationships","Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence
TRINETRA_0149,"Comfort your online customer: quality, trust and loyalty on the internet","Examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.","TriNetra addresses this by providing examines consumer trust conceptually without providing an automated, transparent evidence verification engine for dispute resolution.",Trust Intelligence; Marketplace Dashboard
